Year,AvgGroundWater,County
2007,132.72274842462426,Andrews
2007,26.86742397983313,Aransas
2007,142.57104116945126,Bailey
2007,215.96521529613386,Bastrop
2007,62.50068384224097,Borden
2007,430.6182063782181,Bowie
2007,43.235609409535755,Brazos
2007,161.47862343297777,Brewster
2007,185.70027936962825,Briscoe
2007,188.42654529566082,Brown
2007,43.235609409535755,Burleson
2007,26.86742397983313,Calhoun
2007,188.42654529566082,Callahan
2007,430.6182063782181,Camp
2007,216.23364868255743,Castro
2007,142.57104116945126,Cochran
2007,46.777414305300844,Coke
2007,472.9084335711841,Collin
2007,188.42654529566082,Comanche
2007,478.8890834853162,Coryell
2007,314.4532099675616,Crockett
2007,213.2968744762869,Crosby
2007,246.4670389085376,Culberson
2007,62.50068384224097,Dawson
2007,216.23364868255743,Deaf Smith
2007,253.5235082775616,Dimmit
2007,188.42654529566082,Erath
2007,822.3720300068192,Falls
2007,34.18021348487178,Fayette
2007,196.00726956118004,Floyd
2007,237.86820013739327,Fort Bend
2007,213.2968744762869,Garza
2007,225.71815608075028,Glasscock
2007,370.21211736237234,Gray
2007,186.41700730079586,Hale
2007,701.550312989058,Hamilton
2007,149.278912712895,Hansford
2007,236.49705223879363,Hartley
2007,41.37248140528651,Haskell
2007,176.82674504041168,Hockley
2007,298.4087478424643,Hood
2007,430.6182063782181,Hopkins
2007,225.71815608075028,Howard
2007,136.20714506172828,Hudspeth
2007,237.65519067129364,Hutchinson
2007,134.86733333333336,Jeff Davis
2007,41.37248140528651,Knox
2007,253.5235082775616,La Salle
2007,132.90279555149314,Lamb
2007,215.96521529613386,Lee
2007,277.0534859521327,Lipscomb
2007,176.82674504041168,Lubbock
2007,132.72274842462426,Martin
2007,68.17655749742994,Mason
2007,358.2847717323316,Maverick
2007,138.00566724988076,McCulloch
2007,822.3720300068192,McLennan
2007,223.78061800567917,Midland
2007,43.235609409535755,Milam
2007,339.6663779650387,Moore
2007,149.278912712895,Ochiltree
2007,236.49705223879363,Oldham
2007,142.57104116945126,Parmer
2007,339.6663779650387,Potter
2007,353.2091192115108,Presidio
2007,223.78061800567917,Reagan
2007,319.609512233133,Real
2007,141.92120427068713,Reeves
2007,26.86742397983313,Refugio
2007,43.235609409535755,Robertson
2007,472.9084335711841,Rockwall
2007,68.17655749742994,San Saba
2007,430.6182063782181,Smith
2007,225.71815608075028,Sterling
2007,185.70027936962825,Swisher
2007,54.427366886908096,Tom Green
2007,223.3670471145536,Travis
2007,430.6182063782181,Upshur
2007,874.6225753424656,Uvalde
2007,430.6182063782181,Van Zandt
2007,26.86742397983313,Victoria
2007,10.934837962962975,Waller
2007,34.18021348487178,Washington
2007,253.5235082775616,Webb
2007,205.2166412490941,Wilson
2007,430.6182063782181,Wood
2007,358.2847717323316,Zavala
